strategy_name,annual_return,sharpe_ratio,max_drawdown,n_trades,mean_ic
TopK1,0.45839409002341913,1.1832473843580822,-0.39209410401387235,596,0.019658788707870304
TopK2,0.2823350101737463,0.8222469655690149,-0.4265434137799359,829,0.019658788707870304
TopK3,0.3613281507015982,1.1063627170470625,-0.4107266287544049,908,0.019658788707870304
