cost_bps,total_return,annual_return,n_days,n_trades,avg_turnover,avg_positions,annual_vol,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,sharpe_ci_lower,sharpe_ci_upper,sharpe_tstat,sharpe_pvalue,sharpe_significant,win_rate,avg_win,avg_loss,win_loss_ratio,mean_ic,icir,ic_significant,total_cost,avg_daily_cost,cost_drag_annual
0,16.447243008882676,0.6104767831110669,1512,596,0.7876984126984127,1.0,0.38721861695518095,1.5765687815101288,2.148389861392283,-0.31208436930192474,1.9561273910532304,0.7746212237597859,2.3785163392604716,3.8532130709746912,5.8288929221110676e-05,True,0.5582010582010583,0.016709238810391904,-0.016254264040363352,1.027991102451562,0.019658788707870304,0.047153607881618896,True,0.0,0.0,0.0
5,8.621646001072424,0.45839409002341913,1512,596,0.7876984126984127,1.0,0.38740342559227403,1.1832473843580822,1.6098437948311959,-0.39209410401387235,1.1690920249267536,0.38188370980596553,1.9846110589101988,2.8940229598478195,0.001901701749075067,True,0.5542328042328042,0.016434399544244648,-0.016504120275981367,0.9957755560083875,0.019658788707870304,0.047153607881618896,True,0.5955000000000001,0.00039384920634920643,0.09925000000000002
10,4.302897955020753,0.32054197904578463,1512,596,0.7876984126984127,1.0,0.3877433277035609,0.8266859959763039,1.1229591378787964,-0.4724128149322867,0.6785209226208851,0.025791381507376143,1.6275806104452317,2.023118301510839,0.021530476045578995,True,0.5496031746031746,0.0161831038876409,-0.016734701768774136,0.967038678743443,0.019658788707870304,0.047153607881618896,True,1.1910000000000003,0.0007876984126984129,0.19850000000000004
15,1.920908672871191,0.19560116544044304,1512,596,0.7876984126984127,1.0,0.38823791593646584,0.5038177813432645,0.6844341249455757,-0.566163408044835,0.3454853539827378,-0.2967238754847301,1.304359438171259,1.2335183847215712,0.10869121093450135,False,0.5363756613756614,0.01620031451806475,-0.01666454640025971,0.9721425431545065,0.019658788707870304,0.047153607881618896,True,1.7865,0.001181547619047619,0.29775
20,0.607914600777467,0.08237353079639953,1512,596,0.7876984126984127,1.0,0.3888866000993176,0.2118188972707267,0.28779741213229265,-0.6647057840160647,0.12392479917762941,-0.5884862082052217,1.0121240027466751,0.5187584532573012,0.3019645968766139,False,0.5257936507936508,0.016159035653529368,-0.016716223157624617,0.9666678591903636,0.019658788707870304,0.047153607881618896,True,2.3820000000000006,0.0015753968253968257,0.3970000000000001
30,-0.5136244127259771,-0.11319398936557512,1512,596,0.7876984126984127,1.0,0.3906430032538786,-0.289763258071233,-0.3942163913550016,-0.8307655606715996,-0.13625262616094475,-1.0899409038242718,0.5104143876818059,-0.7097623744351644,0.7610742474447589,False,0.503968253968254,0.016157663226862067,-0.016857068559918763,0.958509670256685,0.019658788707870304,0.047153607881618896,True,3.573,0.002363095238095238,0.5955
50,-0.9558175507170886,-0.4054227364045342,1512,596,0.7876984126984127,1.0,0.39595971839152927,-1.0238989411636257,-1.398408793205279,-0.9670971646306312,-0.419216135908515,-1.8251298548075479,-0.2226680275197036,-2.504698571294235,0.9938722105257887,False,0.46494708994708994,0.01626002965667077,-0.0174857572862982,0.9299013700374356,0.019658788707870304,0.047153607881618896,True,5.955,0.003938492063492063,0.9925
