date,ticker,ceo_sentiment,ceo_mention_count,product_sentiment,product_mention_count,competitor_sentiment,competitor_mention_count,entity_density,entity_sentiment_gap
2025-11-24,AAPL,0.0,0,0.0,0,0.5616257234773732,1,0.16666666666666666,0.13951463189723134
2025-11-24,GOOGL,0.0,0,0.2487182554552284,1,0.2487182554552284,1,0.5,0.28950406593340683
2025-11-24,MSFT,0.0,0,0.7231919448781234,1,0.2260264261711363,3,0.5714285714285714,-0.1240667459217206
2025-11-24,NVDA,0.0,0,0.0,0,0.5615784022912235,1,0.09090909090909091,0.22629523727455625
2025-11-24,TSLA,0.0,0,0.0,0,0.0,0,0.0,0.0
2025-11-24,AMZN,0.0,0,0.0,0,0.0,0,0.0,0.0
2025-11-24,META,-0.6742524303025914,1,0.0,0,0.0,0,0.3333333333333333,-0.31717067959773765
2025-11-23,NVDA,0.0,0,0.0,0,0.0,0,0.0,0.0
2025-11-23,META,0.0,0,0.0,0,0.2439099327346349,2,0.5,0.24351647917964037
2025-11-23,AMZN,0.0,0,0.0,0,0.25414624644119094,7,0.9,-0.09208690274324327
2025-11-23,TSLA,0.5616227996828447,1,0.0,0,0.0,0,0.2,0.33456791441572015
2025-11-23,AAPL,0.5339179384375046,1,0.0,0,0.573783870202146,2,0.3,0.135183852858913
2025-11-23,MSFT,0.0,0,0.0,0,0.6127311895362608,3,0.5,0.25589942476276045
2025-11-23,GOOGL,0.0,0,0.0,0,0.06409078526494263,2,0.2857142857142857,0.16206827608126656
2025-11-22,AAPL,-0.3582483634300173,1,0.0,0,0.3151642478658574,3,0.8571428571428571,0.1445133454337649
2025-11-22,META,0.0,0,0.0,0,0.0,0,0.0,0.0
2025-11-22,TSLA,0.5499115267957575,1,0.0,0,0.0,0,0.1,0.16300077954191866
2025-11-22,MSFT,0.0,0,0.0,0,0.3589418773649341,1,0.25,0.48102070849145273
2025-11-22,AMZN,0.0,0,0.0,0,0.0,0,0.0,0.0
2025-11-22,NVDA,0.0,0,0.0,0,0.0,0,0.0,0.0
2025-11-22,GOOGL,0.0,0,0.0,0,0.0,0,0.0,0.0
2025-11-21,TSLA,0.7380258602416985,1,0.0,0,0.0,0,0.3333333333333333,0.11762399811034285
2025-11-21,MSFT,0.0,0,0.0,0,0.3138056170408449,3,0.4,-0.012024829866442543
2025-11-21,NVDA,-0.8728317739620441,1,0.0,0,0.0,0,0.06666666666666667,-0.95951950223642
2025-11-21,AAPL,0.0,0,0.0,0,0.555137781472387,2,0.75,-0.0006146137969484933
2025-11-21,AMZN,0.0,0,0.0,0,-0.012681625911999783,2,0.3333333333333333,-0.3131975971307963
2025-11-21,GOOGL,0.0,0,0.0,0,-0.13295940888991828,3,0.6,-0.2545489366298259
2025-11-20,GOOGL,0.0,0,0.5276912508557645,1,-0.024791603661827644,2,0.375,-0.1463229876637174
2025-11-20,AAPL,0.0,0,0.7087400001769628,1,0.4228915236778126,2,0.6666666666666666,0.46146212097689815
2025-11-20,AMZN,0.0,0,0.0,0,0.4467384726393214,5,0.38461538461538464,0.1560833495774665
2025-11-20,MSFT,0.45486071447074905,2,0.0,0,-0.5458512050814772,1,0.3333333333333333,-0.146476626141056
2025-11-20,TSLA,0.622073603794513,2,0.0,0,0.0,0,0.5,0.14290495051586544
2025-11-20,NVDA,0.6248406709291473,1,0.0,0,0.0,0,0.038461538461538464,0.5311106820959921
2025-11-20,META,0.5616247805243739,1,0.5616233576920696,2,0.5616139127423997,2,1.5,-0.008759826603989329
2025-11-19,NVDA,0.5749088720391772,1,0.0,0,0.0,0,0.1,0.5252914813236245
2025-11-19,GOOGL,0.5615023176742264,1,0.32917418589451714,3,0.6768816336626431,3,0.7777777777777778,0.02592051202909801
2025-11-19,META,0.0,0,0.2893454372448946,1,-0.0033947659350345,1,0.6666666666666666,0.06286086555412354
2025-11-19,AAPL,0.0,0,-0.3953537363496277,1,-0.3953537363496277,1,0.5,-0.675916388156885
2025-11-19,AMZN,0.7122020315664717,1,0.0,0,0.30302105220123504,2,0.3,0.38163465115718087
2025-11-19,MSFT,0.7610653210769596,1,0.0,0,0.27248861487351755,3,0.3076923076923077,0.20515492262446888
2025-11-19,TSLA,0.0,0,0.0,0,0.0,0,0.0,0.0
2025-11-18,GOOGL,0.5616163535456665,1,-0.565999581916139,1,0.3390823570907867,4,0.6666666666666666,-0.14069616983530242
2025-11-18,AMZN,0.0,0,0.0,0,0.5922878784105321,3,0.36363636363636365,0.3364233674901895
2025-11-18,TSLA,0.0,0,0.0,0,0.0,0,0.0,0.0
2025-11-18,META,0.0,0,0.715364233806333,1,0.604199447584812,2,0.8,0.10638190619204607
2025-11-18,MSFT,0.49458806563709656,2,0.0,0,0.3203108136889377,7,0.7333333333333333,0.03459511323482267
2025-11-18,AAPL,0.0,0,-0.1844543329178871,1,0.1600681092259643,2,0.3,-0.10520549542706811
2025-11-17,META,0.0,0,0.5159956991962329,1,0.5159956991962329,1,1.0,0.026744008771273642
2025-11-17,AAPL,0.0,0,0.0,0,-0.4261306410594167,1,0.125,-0.8061612547216753
2025-11-17,GOOGL,0.0,0,0.050750399893286335,2,0.050750399893286335,2,0.4,0.07172477728187174
2025-11-17,AMZN,0.0,0,0.0,0,0.6130155521059836,1,1.0,-0.04061013117457779
2025-11-17,TSLA,0.0,0,0.0,0,0.0,0,0.0,0.0
2025-11-17,MSFT,0.0400961947280056,1,0.0,0,0.6417204290497461,1,0.5,-0.10679344075330138
2025-11-16,AAPL,0.0,0,0.0,0,0.0,0,0.0,0.0
2025-11-16,MSFT,0.0,0,0.0,0,0.0,0,0.0,0.0
2025-11-16,TSLA,0.0,0,0.0,0,0.0,0,0.0,0.0
2025-11-16,GOOGL,0.0,0,0.0,0,0.0,0,0.0,0.0
2025-11-15,META,0.0,0,0.0,0,-0.0050135754700082,1,1.0,0.0
2025-11-15,AAPL,0.6199469365571529,1,0.0,0,0.5372877232075713,3,0.4444444444444444,0.07369180048460994
2025-11-15,TSLA,0.0,0,0.0,0,0.0,0,0.0,0.0
2025-11-15,MSFT,0.0,0,0.0,0,0.3092415036181341,1,0.5,0.34692855543522405
2025-11-14,MSFT,0.0,0,0.0,0,0.0,0,0.0,0.0
2025-11-14,META,0.0,0,0.0,0,0.1603539031217522,2,0.4,-0.0280010608632901
2025-11-14,AAPL,0.0,0,0.0,0,-0.0754093922218134,1,0.125,-0.41556387502951797
2025-11-14,TSLA,0.0,0,0.0,0,0.0,0,0.0,0.0
2025-11-13,AAPL,0.6049027395205265,1,0.5616212433284813,1,0.6045588759937212,2,0.6666666666666666,-0.00580860191352639
2025-11-13,META,0.8044971911103498,1,0.0,0,0.3139084583654046,2,0.6,-0.012302066152407753
2025-11-13,TSLA,0.5616139315772019,1,-0.2182008912137471,1,0.0,0,0.25,-0.06490363827557943
2025-11-13,MSFT,0.0,0,0.0,0,-0.20912273996286956,2,0.6,-0.023198812273494573
2025-11-12,MSFT,0.0,0,0.0,0,0.5616171260548805,1,0.2,0.17413651438207217
2025-11-12,AAPL,-0.5609549604365959,1,0.0,0,-0.5609549604365959,1,0.2857142857142857,-0.9809651025027923
2025-11-12,TSLA,0.5909776181749015,2,0.0,0,0.0,0,0.6666666666666666,0.34656393252560336
2025-11-11,TSLA,-0.0300858873068991,1,0.0,0,-0.32745497980406,3,0.8333333333333334,-0.23193291304968516
2025-11-11,AAPL,0.0,0,0.5991994229680874,1,0.624566948037522,2,1.0,0.43842528311834295
2025-11-11,MSFT,0.0,0,0.0,0,0.0,0,0.0,0.0
2025-11-10,TSLA,0.569083960789086,1,0.5869912031575457,1,0.0,0,0.3333333333333333,0.14668306747384136
2025-11-10,AAPL,0.0,0,0.6203521772086549,1,0.24657517282854544,3,0.7,-0.07999703831650487
2025-11-09,TSLA,0.5309558450747183,1,0.0,0,0.0,0,0.5,0.006816723391782076
2025-11-08,TSLA,0.0,0,0.0,0,-0.05321824615724269,2,0.6666666666666666,-0.16633833575115503
2025-11-08,AAPL,0.0,0,0.0,0,0.0,0,0.0,0.0
2025-11-07,AAPL,0.0,0,0.0,0,0.0,0,0.0,0.0
2025-11-07,TSLA,0.2697154632138451,7,0.0,0,0.0,0,0.5833333333333334,0.06407721608015385
2025-11-06,TSLA,0.5615118208461398,1,0.0,0,0.0,0,1.0,0.0
2025-11-06,AAPL,0.8500278815673682,1,0.0,0,0.5430456375011772,1,0.6666666666666666,-0.005178455407022775
