date,ticker,finbert_sentiment_score_mean,finbert_sentiment_score_max,finbert_sentiment_score_min,finbert_sentiment_score_std,vader_sentiment_score_mean,vader_sentiment_score_max,vader_sentiment_score_min,vader_sentiment_score_std,textblob_sentiment_score_mean,textblob_sentiment_score_max,textblob_sentiment_score_min,textblob_sentiment_score_std,ensemble_sentiment_mean,ensemble_sentiment_max,ensemble_sentiment_min,ensemble_sentiment_std,sentiment_variance_mean,sentiment_variance_max,sentiment_variance_min,sentiment_variance_std,model_consensus_mean,model_consensus_max,model_consensus_min,model_consensus_std,confidence_mean,confidence_max,confidence_min,confidence_std,num_headlines,headline_length_avg
2025-11-05,AAPL,0.1493759883883397,0.997147397196386,-0.9999999958670625,0.7737601988038663,-0.0277888888888889,0.6705,-0.6705,0.5051197863983464,0.10415263748597081,0.5,-0.5,0.32932050236407995,0.062448622471865,0.6961159108198647,-0.4107837262296257,0.37525356275513905,0.2917014781567942,0.6758723356889833,0.0117142830313266,0.2365171412399453,0.1111111111111111,1,0,0.33333333333333337,0.7651502979045234,0.9883540620506176,0.5087124589605263,0.1719519944327326,9,82.44444444444444
2025-11-06,AAPL,0.9996966601012218,0.9998094636852102,0.9994810030912048,0.00018683070113864738,0.3327,0.6369,0.0,0.3194050563156445,0.2388888888888889,0.5666666666666667,-0.1,0.3334721932990871,0.7017152149412955,0.8500278815673682,0.5430456375011772,0.1537529633671696,0.17472598211735635,0.3307818699460422,0.0473458576851976,0.14387744026205987,0.6666666666666666,1,0,0.5773502691896258,0.845411210609357,0.9537574761877792,0.7183618482604479,0.1188071116702628,3,91.66666666666667
2025-11-06,TSLA,0.9998072549963126,0.9998072549963126,0.9998072549963126,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.5615118208461398,0.5615118208461398,0.5615118208461398,,0.2878623792758808,0.2878623792758808,0.2878623792758808,,0.0,0,0,,0.749864782072649,0.749864782072649,0.749864782072649,,1,53.0
2025-11-07,AAPL,0.004412094960191139,0.0178386705665616,-0.0004028348062092,0.008954682644743577,-0.032049999999999995,0.0772,-0.1027,0.08745591270272507,0.06875,0.275,0.0,0.1375,-0.0322972997189038,-0.0159309216138844,-0.0573550946056798,0.019671608852794262,0.0120466396124625,0.0168726991863876,0.0097553518088175,0.003263368760785027,0.25,1,0,0.5,0.9880295724969023,0.990292077281188,0.9832688475923655,0.00321948015587457,4,85.0
2025-11-07,TSLA,0.4839271455271342,0.9999880928650242,-0.9999213576011244,0.6591325977293897,-0.204025,0.4404,-0.6597,0.36036883914577394,0.0684027777777778,0.6,-0.3,0.2897526937354268,0.20563824713369125,0.657530700754261,-0.4433355987209444,0.37137232746250287,0.27418206878180046,0.5101565549768267,0.0111724023042096,0.1742066390164904,0.16666666666666666,1,0,0.3892494720807615,0.7708529175158932,0.98888977720216,0.6004015755993679,0.1345806385258959,12,91.58333333333333
2025-11-08,AAPL,0.9534489531506553,0.9534489531506553,0.9534489531506553,,-0.7184,-0.7184,-0.7184,,-0.0666666666666666,-0.0666666666666666,-0.0666666666666666,,0.3137350714797504,0.3137350714797504,0.3137350714797504,,0.5693437000832615,0.5693437000832615,0.5693437000832615,,0.0,0,0,,0.5658967148187856,0.5658967148187856,0.5658967148187856,,1,98.0
2025-11-08,TSLA,0.2433389523842683,0.9998411872875296,-0.9998501906884484,1.0850527690972105,-0.03423333333333333,0.0,-0.1027,0.05929387264577456,0.08333333333333333,0.25,0.0,0.14433756729740646,0.11312008959391233,0.5318466674535349,-0.6382831597680203,0.6521551034529889,0.20025566639782255,0.3120994212423087,0.1100122205519232,0.1027605915823029,0.3333333333333333,1,0,0.5773502691896258,0.8213753506263219,0.8958231877758558,0.7319087573329754,0.08298287416047932,3,80.33333333333333
2025-11-09,TSLA,0.9991354097789014,0.9999143355998968,0.998356483957906,0.0011015674601343659,-0.1279,-0.1027,-0.1531,0.035638181771802,0.0,0.0,0.0,0.0,0.5241391216829362,0.5309558450747183,0.5173223982911541,0.009640302671604137,0.3188184664139968,0.3263170607801398,0.3113198720478539,0.010604613851333856,0.0,0,0,0.0,0.7270279531275107,0.7324795386623264,0.721576367592695,0.0077097061997733855,2,84.0
2025-11-10,AAPL,0.5035257692493218,0.9999921740160004,-0.9999571206881228,0.8195420442602794,0.12126999999999999,0.7783,-0.4215,0.3495781427504999,0.15045454545454545,0.75,-0.2,0.28789832469592125,0.3265722111450503,0.6654129667645571,-0.5460396254875757,0.4185827069569927,0.3101193005612227,0.606732737071907,0.1961454646197954,0.12273680720791356,0.0,0,0,0.0,0.7380584750534496,0.8218926696774514,0.5451290425242358,0.08297383006310766,10,84.3
2025-11-10,TSLA,0.6599426012137736,0.9999983055883774,-0.9999995940979288,0.8132775840307915,0.13749999999999998,0.8779,-0.2023,0.3900309782568559,0.18425925925925926,0.55,0.0,0.2254328255772363,0.43135451449947454,0.6778913005879273,-0.3374356548274962,0.37989216769613954,0.32386302077914036,0.6682254678297347,0.1441384720545303,0.17868956502759462,0.16666666666666666,1,0,0.408248290463863,0.7323513998091906,0.8657678551048421,0.5126174272724562,0.11754262640819392,6,83.16666666666667
